PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,Pressure,AQI,Timestamp
35.90519084803855,19.861135327745853,26.155781203783445,8.075440761501728,0.17659050202422627,16.992734434610643,12.619458414479233,44.37610961630665,12.26076715262986,1009.5941228759268,143.6207633921542,2024-11-04 16:45:39.115045
22.416970953233815,45.201078715288475,23.405937633222173,3.2125173663564532,0.7063598815318034,13.783813504946691,27.684077444243876,66.31411099025746,4.830618866005875,1017.1151448129451,89.66788381293526,2024-11-04 17:45:39.115045
20.734253765564304,117.39666957171394,9.95926737993268,21.738358653245772,0.9128280125967494,11.511888208481524,25.91580776011221,31.062829525929708,0.5102748055800458,1004.7851720932762,93.91733565737115,2024-11-04 18:45:39.115045
20.73453441497701,83.56975892721908,56.14271447578811,4.98603377522303,1.0056020167706843,11.037053159673036,28.720995954190983,30.070077445147096,6.962471197294947,1013.5646475531876,82.93813765990804,2024-11-04 19:45:39.115045
69.74571618345976,69.68556391320766,19.23467664823075,5.856306066388722,0.07918456551647697,10.15488858195179,21.78302820174372,70.89551665436701,4.825006366660829,1016.8233679634848,278.98286473383905,2024-11-04 20:45:39.115045
43.000593464463336,26.34337479441816,25.970346699099483,5.643274470620473,0.1825975106803538,28.09283536318263,15.777918578043423,33.3877517739065,4.65948972625919,1013.9656550128213,172.00237385785334,2024-11-04 21:45:39.115045
16.966170026113485,38.411165239045886,8.235900187545942,10.571248300732163,0.37133857979370194,13.210761845351165,13.911601692873784,42.71952271862928,4.646652253937533,1022.1624301006684,67.86468010445394,2024-11-04 22:45:39.115045
37.0472171014682,77.06134629384069,13.237378295846657,7.207284493902354,0.9340552667870791,9.569614957684486,29.997110715987407,86.35221113566737,13.636475563918047,1017.9881853908447,148.1888684058728,2024-11-04 23:45:39.115045
29.984403960969704,88.130664180957,4.072940579717409,0.8084031309864428,0.2562948899813508,23.624720717264807,29.405517552776736,68.74636088515028,1.0342525419056972,988.635284397258,119.93761584387882,2024-11-05 00:45:39.115045
3.238724152358781,84.6627743606227,13.102472379552594,0.7419154162206716,0.53921021907166,37.74375606506151,35.5125482223235,45.71441513111372,5.553403079314036,1018.1839343593499,67.73021948849816,2024-11-05 01:45:39.115045
10.068634240315594,62.02772190357321,22.248004831593548,1.2195544845660031,0.3030751408327437,14.718858652109416,16.39381175069285,70.28751976411846,11.729640733635286,1008.2294968401857,49.62217752285857,2024-11-05 02:45:39.115045
31.592484560222452,32.37302218433291,2.7253625125903835,5.295886262409423,0.015031079374528017,4.792828955217123,15.837421201462401,89.60219143762134,6.56527419546159,1015.8280800979192,126.36993824088981,2024-11-05 03:45:39.115045
65.47765301225293,88.25030410735407,4.829073801411368,3.3325311460928804,0.1901532400944329,26.471424118210283,9.600080810881144,56.15759881776603,8.751302286110633,1016.5562239622011,261.9106120490117,2024-11-05 04:45:39.115045
20.877782774387192,38.23496767007341,8.036513215902605,11.234932040280729,0.7067714504165933,19.956436925694646,22.68221091541769,60.59636972796194,6.917940231290521,1003.9603642724958,83.51113109754877,2024-11-05 05:45:39.115045
15.870411585814555,88.93890295463648,7.1420729338144,6.139277498575474,0.6552097483554258,13.311923704484375,30.36522028021366,62.064147782001115,10.745809648146542,1005.7334677427936,71.15112236370918,2024-11-05 06:45:39.115045
27.210113122082486,45.25896613090299,5.928169892068784,7.892446667053789,1.0756317748302409,77.12486071546631,33.7107611691303,39.640242205721734,5.698174822678872,1014.5548547286536,115.68729107319948,2024-11-05 07:45:39.115045
15.079267210771464,129.41454696768358,10.063596979951335,15.596602838093705,0.4493291142710793,14.462991140719767,24.91412601799763,62.01777926357665,10.077491912855475,1009.7316568377055,103.53163757414687,2024-11-05 08:45:39.115045
19.766120717087826,42.3775779556743,21.41397649532928,18.076515516054773,0.727160226273574,17.687621049354235,31.398927727876696,67.80172030119132,1.515070689778252,1021.2700175413396,79.0644828683513,2024-11-05 09:45:39.115045
24.73953718410397,41.87483451215532,4.101827016753107,4.502454278932852,0.2682131167963757,29.94092315199892,26.41779234352932,59.38348403370364,11.159674072710292,1028.6555655151578,98.95814873641588,2024-11-05 10:45:39.115045
9.602059572658254,51.00578296528353,5.278062695414324,21.22551717292975,0.21516151623933039,89.80440835437092,23.815101602207204,57.65227331001119,9.382194816404866,1021.3572982990445,134.70661253155637,2024-11-05 11:45:39.115045
44.55090141319709,32.68779364521747,19.21745006014794,2.6059697973900735,0.20763492820000481,24.133051784710204,16.564234845322922,43.19934217533365,4.782395105903399,1022.1335322344868,178.20360565278835,2024-11-05 12:45:39.115045
8.027721694185601,28.974720121869233,33.099939327127174,5.4517526685802595,0.08660828270428222,38.147175511285056,43.679650739565695,64.86486462303537,3.3105969946739657,1005.3173229704514,57.220763266927584,2024-11-05 13:45:39.115045
7.091901657520101,31.972729862040936,52.81493418584876,16.17652938265588,0.28793563154356205,0.4586645916495051,8.87905003145194,62.89455166619517,2.793317341981853,1019.0708784023427,28.367606630080402,2024-11-05 14:45:39.115045
29.009256268322023,108.66224275090218,5.5879280554368185,12.853875411470103,0.8322426674567479,4.409731318451812,18.500767504542157,85.76807208586581,2.6137851907132226,1032.4929327636173,116.03702507328809,2024-11-05 15:45:39.115045
